city,hotel_name,acc_type,price,hotel_star,no_of_ratings,rating,occupancy,lat_long
Manhattan,"Hamilton Heights Lovely Apartments, New York",HOTEL,,3.5-star,,5.8,"1 room, 3 adults","['40.81982', '-73.95287']"
Manhattan,"NoMo SoHo, New York",HOTEL,$148 ,4.5-star,See all 885 Hotels.com reviews,8.4,"1 room, 3 adults","['40.719921', '-74.000304']"
Manhattan,"The Pierre, A Taj Hotel, New York, New York",HOTEL,$595 ,5-star,See all 267 Hotels.com reviews,9.4,"1 room, 3 adults","['40.765341', '-73.972221']"
Manhattan,"onefinestay - Upper West Side private homes, New York",HOTEL,,4.5-star,,Fabulous8.8,"1 room, 3 adults","['40.791474', '-73.974117']"
Manhattan,"Amazing Studio in the Heart of Manhattan, New York",HOTEL,,3.5-star,,6.8,"1 room, 3 adults","['40.768779', '-73.968182']"
Manhattan,"Midtown West Vacation Rentals, New York",HOTEL,,3-star,,5.6,"1 room, 3 adults","['40.754821', '-73.995251']"
Manhattan,"Hampton Inn New York - 35th Street - Empire State Building, New York",HOTEL,$99 ,3-star,See all 963 Hotels.com reviews,8.6,"1 room, 3 adults","['40.750129', '-73.986505']"
Manhattan,"Bryant Park Studio Apartment next to Times Square, New York",HOTEL,,3-star,See all 4 Hotels.com reviews,Fabulous8.8,"1 room, 3 adults","['40.752293', '-73.985893']"
Manhattan,"Hampton Inn Manhattan-Seaport-Financial District, New York",HOTEL,$134 ,3-star,See all 315 Hotels.com reviews,8.2,"1 room, 3 adults","['40.709012', '-74.002244']"
Manhattan,"Chelsea Studio DR05, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.743656', '-73.990662']"
Manhattan,"Midtown East 1 Bedroom DR08, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.75724', '-73.96824']"
Manhattan,"AKA United Nations, New York",HOTEL,,4-star,See all 4 Hotels.com reviews,Fabulous8.8,"1 room, 3 adults","['40.75266', '-73.97133']"
Manhattan,"The Manhattan at Times Square Hotel, New York",HOTEL,$94 ,4-star,"See all 4,077 Hotels.com reviews",6.2,"1 room, 3 adults","['40.762045', '-73.982587']"
Manhattan,"Renaissance New York Hotel 57, New York",HOTEL,$146 ,4-star,See all 739 Hotels.com reviews,8.2,"1 room, 3 adults","['40.761028', '-73.969514']"
Manhattan,"The Park Ave North, New York",HOTEL,$104 ,3-star,,7.8,"1 room, 3 adults","['40.807801', '-73.937651']"
Manhattan,"Soho Garden Hotel, New York",HOTEL,$199 ,2.5-star,See all 556 Hotels.com reviews,7.8,"1 room, 3 adults","['40.719179', '-74.001653']"
Manhattan,"Washington Heights Manhattan 3 BR, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.84696', '-73.93587']"
Manhattan,"Times Square Theater Dist. 2BR Gem, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.76322', '-73.99461']"
Manhattan,"1 Hotel Central Park, New York",HOTEL,$289 ,5-star,See all 619 Hotels.com reviews,9.2,"1 room, 3 adults","['40.764834', '-73.976847']"
Manhattan,"SIXTY SoHo, New York",HOTEL,$195 ,4.5-star,See all 200 Hotels.com reviews,9.2,"1 room, 3 adults","['40.724026', '-74.003338']"
Manhattan,"The Beekman, A Thompson Hotel, New York",HOTEL,$329 ,5-star,See all 455 Hotels.com reviews,9.4,"1 room, 3 adults","['40.711373', '-74.00669']"
Manhattan,"InterContinental - New York Times Square, New York",HOTEL,$201 ,5-star,"See all 1,189 Hotels.com reviews",8.4,"1 room, 3 adults","['40.758741', '-73.989322']"
Manhattan,"MySuites, New York",HOTEL,,4-star,See all 28 Hotels.com reviews,8,"1 room, 3 adults","['40.733406', '-74.004285']"
Manhattan,"Hilton Garden Inn New York/West 35th Street, New York",HOTEL,$98 ,3-star,"See all 1,406 Hotels.com reviews",8.8,"1 room, 3 adults","['40.750216', '-73.986721']"
Manhattan,"11 Howard, New York",HOTEL,$219 ,5-star,See all 375 Hotels.com reviews,8.6,"1 room, 3 adults","['40.719249', '-73.999993']"
Manhattan,"Walker Hotel Tribeca, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.71826', '-74.00202']"
Manhattan,"138 Bowery, New York",HOTEL,$119 ,3-star,,Fabulous8.8,"1 room, 3 adults","['40.719138', '-73.994808']"
Manhattan,"Holiday Inn Express New York - Manhattan West Side, New York",HOTEL,$105 ,3-star,See all 641 Hotels.com reviews,8.2,"1 room, 3 adults","['40.764167', '-73.994468']"
Manhattan,"Walker Hotel Greenwich Village, New York",HOTEL,$235 ,4.5-star,See all 266 Hotels.com reviews,8.8,"1 room, 3 adults","['40.736297', '-73.996547']"
Manhattan,"Seton Hotel, New York",HOTEL,$100 ,3-star,See all 777 Hotels.com reviews,8.2,"1 room, 3 adults","['40.749761', '-73.976188']"
Manhattan,"Windsor Hotel, New York",HOTEL,$136 ,2-star,See all 289 Hotels.com reviews,5.4,"1 room, 3 adults","['40.71873', '-73.99269']"
Manhattan,"Best Western Premier Herald Square, New York",HOTEL,$110 ,3-star,"See all 1,170 Hotels.com reviews",8.8,"1 room, 3 adults","['40.750525', '-73.985563']"
Manhattan,"onefinestay - Soho private homes, New York",HOTEL,,4.5-star,,Fabulous8.8,"1 room, 3 adults","['40.721767', '-74.006395']"
Manhattan,"The Surrey, New York",HOTEL,$581 ,5-star,See all 256 Hotels.com reviews,9,"1 room, 3 adults","['40.774487', '-73.963871']"
Manhattan,"The Watson Hotel, New York",HOTEL,$94 ,3.5-star,"See all 4,095 Hotels.com reviews",7.8,"1 room, 3 adults","['40.76823', '-73.98745']"
Manhattan,"The Grand NYC, New York",HOTEL,$46 ,2-star,,5,"1 room, 3 adults","['40.74725', '-73.98776']"
Manhattan,"The Benjamin, New York",HOTEL,$199 ,4.5-star,See all 421 Hotels.com reviews,8.8,"1 room, 3 adults","['40.756384', '-73.972087']"
Manhattan,"onefinestay - Upper East Side private homes, New York",HOTEL,,4.5-star,,Fabulous8.8,"1 room, 3 adults","['40.777192', '-73.952287']"
Manhattan,"337 East Apartment #232415 - Studio Apts, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.774258', '-73.952679']"
Manhattan,"Madison LES Hotel, New York",HOTEL,$135 ,3-star,,7.8,"1 room, 3 adults","['40.71221', '-73.99269']"
Manhattan,"Holiday Inn Express New York City Times Square, New York",HOTEL,$110 ,3-star,See all 778 Hotels.com reviews,7.8,"1 room, 3 adults","['40.756194', '-73.993219']"
Manhattan,"Cassa Hotel NY 45th Street, New York",HOTEL,$180 ,4-star,"See all 1,270 Hotels.com reviews",8.8,"1 room, 3 adults","['40.756473', '-73.982168']"
Manhattan,"New York Marriott East Side, New York",HOTEL,$206 ,4-star,See all 852 Hotels.com reviews,8.2,"1 room, 3 adults","['40.75553', '-73.97305']"
Manhattan,"Waldorf Astoria New York, New York",HOTEL,,4.5-star,See all 610 Hotels.com reviews,8,"1 room, 3 adults","['40.75658', '-73.97432']"
Manhattan,"The Kimberly Hotel, New York",HOTEL,$218 ,4-star,"See all 1,516 Hotels.com reviews",9.4,"1 room, 3 adults","['40.756137', '-73.971505']"
Manhattan,"The Lex NYC, New York",HOTEL,$149 ,3.5-star,See all 398 Hotels.com reviews,8.8,"1 room, 3 adults","['40.740169', '-73.984262']"
Manhattan,"New York Hilton Midtown, New York",HOTEL,$179 ,4-star,,8.2,"1 room, 3 adults","['40.76225', '-73.97874']"
Manhattan,"The Mark, New York",HOTEL,$695 ,5-star,See all 197 Hotels.com reviews,9.6,"1 room, 3 adults","['40.775147', '-73.963432']"
Manhattan,"Hampton Inn Manhattan-Chelsea, New York",HOTEL,$101 ,3-star,See all 815 Hotels.com reviews,8.6,"1 room, 3 adults","['40.743825', '-73.992972']"
Manhattan,"Edge Hotel, New York",HOTEL,$209 ,3.5-star,See all 294 Hotels.com reviews,8.8,"1 room, 3 adults","['40.840226', '-73.937751']"
Manhattan,"Green Holidays Apartments, New York",HOTEL,$94 ,3.5-star,See all 37 Hotels.com reviews,6.2,"1 room, 3 adults","['40.747301', '-73.98775']"
Manhattan,"Stewart Hotel, New York",HOTEL,$116 ,4-star,"See all 2,935 Hotels.com reviews",7.6,"1 room, 3 adults","['40.74892', '-73.99218']"
Manhattan,"Fifty Hotel & Suites by Affinia, New York",HOTEL,$125 ,4-star,See all 808 Hotels.com reviews,8.4,"1 room, 3 adults","['40.7561', '-73.971']"
Manhattan,"Candlewood Suites New York City-Times Square, New York",HOTEL,$115 ,3-star,See all 459 Hotels.com reviews,8.2,"1 room, 3 adults","['40.756149', '-73.993114']"
Manhattan,"Shelburne Hotel & Suites by Affinia, New York",HOTEL,$174 ,4-star,"See all 1,934 Hotels.com reviews",8.2,"1 room, 3 adults","['40.748379', '-73.97789']"
Manhattan,"Hilton New York Fashion District, New York",HOTEL,$107 ,4-star,See all 826 Hotels.com reviews,8.6,"1 room, 3 adults","['40.745722', '-73.993641']"
Manhattan,"Arlo SoHo, New York",HOTEL,$144 ,4-star,"See all 1,169 Hotels.com reviews",8.8,"1 room, 3 adults","['40.724241', '-74.007842']"
Manhattan,"Hampton Inn Madison Square Garden Area Hotel, New York",HOTEL,$110 ,3-star,See all 781 Hotels.com reviews,8.6,"1 room, 3 adults","['40.748256', '-73.990032']"
Manhattan,"Duane Street Hotel Tribeca, New York",HOTEL,$139 ,4-star,See all 221 Hotels.com reviews,8.6,"1 room, 3 adults","['40.716039', '-74.007309']"
Manhattan,"Fitzpatrick Manhattan Hotel, New York",HOTEL,$178 ,4-star,See all 539 Hotels.com reviews,9,"1 room, 3 adults","['40.76072', '-73.969295']"
Manhattan,"Hotel 99, New York",HOTEL,,2-star,,Fabulous8.8,"1 room, 3 adults","['40.796751', '-73.970768']"
Manhattan,"Hotel Mulberry, New York",HOTEL,$139 ,3-star,See all 600 Hotels.com reviews,9,"1 room, 3 adults","['40.715425', '-73.999515']"
Manhattan,"NY010 2 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7609', '-73.98893']"
Manhattan,"DoubleTree by Hilton New York Times Square West, New York",HOTEL,$95 ,4-star,"See all 1,715 Hotels.com reviews",8,"1 room, 3 adults","['40.75682', '-73.99298']"
Manhattan,"Upper East Side Apartments, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.79592', '-73.94878']"
Manhattan,"WestHouse New York, New York",HOTEL,$155 ,5-star,See all 749 Hotels.com reviews,8.4,"1 room, 3 adults","['40.764421', '-73.98144']"
Manhattan,"Hotel On Rivington, New York",HOTEL,$266 ,4-star,See all 330 Hotels.com reviews,8.4,"1 room, 3 adults","['40.71983', '-73.98806']"
Manhattan,"Hilton Garden Inn New York/Midtown Park Ave, New York",HOTEL,$100 ,3.5-star,See all 696 Hotels.com reviews,8.8,"1 room, 3 adults","['40.746662', '-73.982421']"
Manhattan,"Homewood Suites New York/Midtown Manhattan Times Square, New York",HOTEL,$129 ,3.5-star,"See all 1,446 Hotels.com reviews",9,"1 room, 3 adults","['40.754452', '-73.993009']"
Manhattan,"The Langham, New York, Fifth Avenue, New York",HOTEL,$401 ,5-star,See all 548 Hotels.com reviews,9.4,"1 room, 3 adults","['40.750089', '-73.983368']"
Manhattan,"The Nomad Suites & Apartments, New York",HOTEL,$77 ,3.5-star,,6.6,"1 room, 3 adults","['40.747542', '-73.988336']"
Manhattan,"Hampton Inn Manhattan Grand Central, New York",HOTEL,$114 ,3-star,See all 436 Hotels.com reviews,8.8,"1 room, 3 adults","['40.750738', '-73.972332']"
Manhattan,"The Marcel at Gramercy, New York",HOTEL,$129 ,4-star,See all 739 Hotels.com reviews,8.2,"1 room, 3 adults","['40.739362', '-73.982337']"
Manhattan,"Jazz On The Park Hostel, New York",HOTEL,,2-star,See all 59 Hotels.com reviews,6,"1 room, 3 adults","['40.7982', '-73.96097']"
Manhattan,"The Ridge Hotel, New York",HOTEL,$104 ,3-star,See all 234 Hotels.com reviews,8.4,"1 room, 3 adults","['40.72287', '-73.9894']"
Manhattan,"INNSIDE by Melià New York Nomad, New York",HOTEL,$172 ,4.5-star,"See all 1,472 Hotels.com reviews",8.8,"1 room, 3 adults","['40.746178', '-73.992745']"
Manhattan,"415 East 54th St - 2 Br Apts, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.7663', '-73.9884']"
Manhattan,"Hotel St. James, New York",HOTEL,$231 ,2.5-star,"See all 3,644 Hotels.com reviews",7.6,"1 room, 3 adults","['40.757036', '-73.983307']"
Manhattan,"Courtyard by Marriott New York Manhattan/Upper East Side, New York",HOTEL,$119 ,3.5-star,"See all 1,186 Hotels.com reviews",8.2,"1 room, 3 adults","['40.780392', '-73.945881']"
Manhattan,"Hotel Edison, New York",HOTEL,$87 ,3.5-star,"See all 4,500 Hotels.com reviews",7.6,"1 room, 3 adults","['40.759797', '-73.986025']"
Manhattan,"Courtyard by Marriott New York Manhattan / Central Park, New York",HOTEL,$179 ,3.5-star,See all 490 Hotels.com reviews,8.6,"1 room, 3 adults","['40.764207', '-73.98246']"
Manhattan,"329 East #232474 - 2 Br Apts, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.782498', '-73.946405']"
Manhattan,"Hotel Mimosa, New York",HOTEL,$153 ,2.5-star,See all 291 Hotels.com reviews,8.2,"1 room, 3 adults","['40.714312', '-73.993821']"
Manhattan,"YOTEL New York, New York",HOTEL,$129 ,4-star,"See all 6,367 Hotels.com reviews",8.4,"1 room, 3 adults","['40.759184', '-73.995798']"
Manhattan,"The Townhouse Inn of Chelsea, New York",HOTEL,$199 ,3.5-star,See all 321 Hotels.com reviews,9,"1 room, 3 adults","['40.743407', '-73.993995']"
Manhattan,"My Favorite Place B&B, New York",HOTEL,,3-star,,9.2,"1 room, 3 adults","['40.800309', '-73.945698']"
Manhattan,"Hilton Garden Inn Times Square, New York",HOTEL,$99 ,3.5-star,"See all 1,933 Hotels.com reviews",8.6,"1 room, 3 adults","['40.76112', '-73.98695']"
Manhattan,"Beekman Tower Studio Suite 0 Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.753401', '-73.966174']"
Manhattan,"Residence Inn New York Manhattan/Central Park, New York",HOTEL,$219 ,3.5-star,See all 558 Hotels.com reviews,8.8,"1 room, 3 adults","['40.764265', '-73.982452']"
Manhattan,"Four Points by Sheraton Midtown-Times Square, New York",HOTEL,$115 ,3.5-star,See all 631 Hotels.com reviews,8.4,"1 room, 3 adults","['40.756587', '-73.992239']"
Manhattan,"Sanctuary NYC Retreats, New York",HOTEL,$134 ,3-star,See all 87 Hotels.com reviews,9.2,"1 room, 3 adults","['40.719832', '-73.983133']"
Manhattan,"Royalton Park Avenue, New York",HOTEL,$150 ,5-star,See all 618 Hotels.com reviews,8.6,"1 room, 3 adults","['40.743857', '-73.983766']"
Manhattan,"Roxy Hotel Tribeca, New York",HOTEL,$219 ,4.5-star,See all 841 Hotels.com reviews,9,"1 room, 3 adults","['40.71905', '-74.00519']"
Manhattan,"Beekman Tower Two Bedroom Suite 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.7534', '-73.9662']"
Manhattan,"Sonder - Wall Street, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.7068', '-74.011383']"
Manhattan,"Marrakech Hotel New York City, New York",HOTEL,$85 ,3-star,See all 822 Hotels.com reviews,6.4,"1 room, 3 adults","['40.79895', '-73.96853']"
Manhattan,"Times Square Home, New York",HOTEL,,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.763554', '-73.985191']"
Manhattan,"Skyline Hotel, New York",HOTEL,$158 ,3-star,See all 880 Hotels.com reviews,8,"1 room, 3 adults","['40.76425', '-73.9921']"
Manhattan,"Manhattan Inwood West Side Broadway, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.868162', '-73.924919']"
Manhattan,"Upper West Side Sugarhill, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.827829', '-73.942004']"
Manhattan,"Club Quarters Hotel, Grand Central, New York",HOTEL,$137 ,4-star,"See all 1,208 Hotels.com reviews",8.8,"1 room, 3 adults","['40.753248', '-73.974406']"
Manhattan,"Hotel Richland New York, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.714713', '-73.993107']"
Manhattan,"The Time New York, New York",HOTEL,$159 ,4.5-star,See all 722 Hotels.com reviews,8.4,"1 room, 3 adults","['40.761116', '-73.985292']"
Manhattan,"Midtown East 1BR with Private Balcony DR#26, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.757178', '-73.968146']"
Manhattan,"Hotel Giraffe by Library Hotel Collection, New York",HOTEL,$251 ,4-star,See all 316 Hotels.com reviews,9.6,"1 room, 3 adults","['40.74214', '-73.98489']"
Manhattan,"Midtown East 1BR Six DR27, New York",HOTEL,,3.5-star,,Fabulous8.6,"1 room, 3 adults","['40.757178', '-73.968146']"
Manhattan,"Baccarat Hotel and Residences New York, New York",HOTEL,$945 ,5-star,See all 109 Hotels.com reviews,9.4,"1 room, 3 adults","['40.760949', '-73.977178']"
Manhattan,"Beekman Tower One Bedroom Suite 1 Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.753401', '-73.966174']"
Manhattan,"Collective Governors Island, New York",HOTEL,$390 ,2-star,,Fabulous8.8,"1 room, 3 adults","['40.689798', '-74.022441']"
Manhattan,"The Marmara Park Avenue, New York",HOTEL,$293 ,5-star,See all 380 Hotels.com reviews,8.8,"1 room, 3 adults","['40.745264', '-73.981634']"
Manhattan,"The Library Hotel by Library Hotel Collection, New York",HOTEL,$287 ,4-star,See all 265 Hotels.com reviews,9.6,"1 room, 3 adults","['40.75219', '-73.97973']"
Manhattan,"WeLive Wall Street, New York",HOTEL,$191 ,3.5-star,,Very Good8.0,"1 room, 3 adults","['40.704903', '-74.006417']"
Manhattan,"NY093 0 Bedroom Studio By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.73097', '-74.00587']"
Manhattan,"318 East 59th Street #1b. 197 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.760083', '-73.963448']"
Manhattan,"Hotel Wales, New York",HOTEL,$183 ,3.5-star,See all 371 Hotels.com reviews,8.2,"1 room, 3 adults","['40.785006', '-73.955795']"
Manhattan,"Concorde Hotel New York, New York",HOTEL,$285 ,3.5-star,,9,"1 room, 3 adults","['40.75991', '-73.97047']"
Manhattan,"Aloft Harlem, New York",HOTEL,$143 ,3.5-star,See all 329 Hotels.com reviews,8.4,"1 room, 3 adults","['40.80921', '-73.95184']"
Manhattan,"DoubleTree by Hilton New York City - Chelsea, New York",HOTEL,$103 ,4-star,"See all 1,225 Hotels.com reviews",7.8,"1 room, 3 adults","['40.747162', '-73.991284']"
Manhattan,"Manhattan Bowery Lodge, New York",HOTEL,,2-star,,5.4,"1 room, 3 adults","['40.71673', '-73.99567']"
Manhattan,"Eurostars Wall Street, New York",HOTEL,$103 ,4-star,See all 347 Hotels.com reviews,7.4,"1 room, 3 adults","['40.70523', '-74.00638']"
Manhattan,"Holiday Inn Manhattan-Financial District, New York",HOTEL,$95 ,4-star,"See all 1,823 Hotels.com reviews",8.2,"1 room, 3 adults","['40.708333', '-74.014356']"
Manhattan,"The Times Square EDITION, New York",HOTEL,$314 ,4.5-star,,Very Good8.2,"1 room, 3 adults","['40.75917', '-73.98411']"
Manhattan,"Loews Regency New York Hotel, New York",HOTEL,$459 ,5-star,See all 635 Hotels.com reviews,9,"1 room, 3 adults","['40.764458', '-73.968852']"
Manhattan,"Warwick New York, New York",HOTEL,$153 ,4.5-star,"See all 1,529 Hotels.com reviews",8.8,"1 room, 3 adults","['40.762256', '-73.978264']"
Manhattan,"Fairfield Inn & Suites New York Midtown Manhattan/Penn Station, New York",HOTEL,$134 ,3-star,"See all 1,131 Hotels.com reviews",8.8,"1 room, 3 adults","['40.752083', '-73.995273']"
Manhattan,"NY060 1 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.73554', '-74.00574']"
Manhattan,"The High Line Hotel, New York",HOTEL,$199 ,4-star,See all 215 Hotels.com reviews,8.8,"1 room, 3 adults","['40.746122', '-74.005301']"
Manhattan,"Bentley Hotel, New York",HOTEL,$129 ,4-star,"See all 1,349 Hotels.com reviews",7.8,"1 room, 3 adults","['40.76055', '-73.95833']"
Manhattan,"MichaelNY, New York",HOTEL,,2-star,,8.8,"1 room, 3 adults","['40.83481', '-73.93961']"
Manhattan,"338 e 61st #10 9085 231 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.808782', '-73.944263']"
Manhattan,"104 West 83rd Street #2D 168 Neal 1 Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.784577', '-73.974227']"
Manhattan,"NY090 0 Bedroom Studio By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.726254', '-73.986259']"
Manhattan,"The Paul Hotel NYC-Chelsea, an Ascend Hotel Collection Member, New York",HOTEL,$116 ,4-star,See all 608 Hotels.com reviews,7.8,"1 room, 3 adults","['40.746222', '-73.98907']"
Manhattan,"Courtyard New York Manhattan/Times Square West, New York",HOTEL,$111 ,3.5-star,See all 727 Hotels.com reviews,9,"1 room, 3 adults","['40.754352', '-73.992682']"
Manhattan,"Hudson New York, Central Park, New York",HOTEL,$149 ,4-star,"See all 2,381 Hotels.com reviews",6.6,"1 room, 3 adults","['40.768355', '-73.984757']"
Manhattan,"The London NYC, New York",HOTEL,$427 ,4.5-star,See all 638 Hotels.com reviews,8.4,"1 room, 3 adults","['40.763281', '-73.980648']"
Manhattan,"440 w 45th #3e. 170 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.760975', '-73.993211']"
Manhattan,"AKA Times Square, New York",HOTEL,$295 ,4-star,See all 86 Hotels.com reviews,9,"1 room, 3 adults","['40.756635', '-73.984299']"
Manhattan,"The Manhattan Club, New York",HOTEL,$159 ,4-star,,8.4,"1 room, 3 adults","['40.765023', '-73.980966']"
Manhattan,"Hotel Elysee by Library Hotel Collection, New York",HOTEL,$212 ,4-star,See all 305 Hotels.com reviews,9.4,"1 room, 3 adults","['40.760061', '-73.973013']"
Manhattan,"Andaz Wall Street - a concept by Hyatt, New York",HOTEL,$199 ,4.5-star,,9,"1 room, 3 adults","['40.705025', '-74.007621']"
Manhattan,"Hyatt House New York/Chelsea, New York",HOTEL,$129 ,3.5-star,See all 299 Hotels.com reviews,8.8,"1 room, 3 adults","['40.746185', '-73.990413']"
Manhattan,"Hyatt Centric Times Square New York, New York",HOTEL,$219 ,4.5-star,"See all 1,718 Hotels.com reviews",9,"1 room, 3 adults","['40.75739', '-73.984171']"
Manhattan,"Hampton Inn Manhattan/Times Square Central, New York",HOTEL,$129 ,3.5-star,"See all 2,213 Hotels.com reviews",9.2,"1 room, 3 adults","['40.755823', '-73.988581']"
Manhattan,"NY079 1 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.74949', '-73.99577']"
Manhattan,"Room Mate Grace Boutique Hotel, New York",HOTEL,$161 ,3.5-star,See all 959 Hotels.com reviews,8.8,"1 room, 3 adults","['40.757292', '-73.983926']"
Manhattan,"Four Seasons Hotel New York, New York",HOTEL,"$1,195 ",5-star,See all 59 Hotels.com reviews,9.2,"1 room, 3 adults","['40.761969', '-73.971584']"
Manhattan,"The Nolitan, New York",HOTEL,$190 ,3.5-star,See all 99 Hotels.com reviews,8.6,"1 room, 3 adults","['40.720719', '-73.995258']"
Manhattan,"Midtown East 2BR/2Bath Apartment DR#28, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.757161', '-73.968131']"
Manhattan,"The Sohotel, New York",HOTEL,$123 ,3-star,See all 542 Hotels.com reviews,8.4,"1 room, 3 adults","['40.71956', '-73.99449']"
Manhattan,"Casablanca Hotel by Library Hotel Collection, New York",HOTEL,$242 ,4-star,See all 450 Hotels.com reviews,9.6,"1 room, 3 adults","['40.756303', '-73.985526']"
Manhattan,"The Evelyn Hotel, New York",HOTEL,$143 ,4-star,See all 773 Hotels.com reviews,8.2,"1 room, 3 adults","['40.743809', '-73.987129']"
Manhattan,"Mayfair New York, New York",HOTEL,$123 ,3-star,"See all 1,365 Hotels.com reviews",7,"1 room, 3 adults","['40.761351', '-73.985825']"
Manhattan,"Hotel Henri, New York",HOTEL,$98 ,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.743285', '-73.991019']"
Manhattan,"The Midtown, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.76056', '-73.96579']"
Manhattan,"Excelsior Hotel, New York",HOTEL,$231 ,3.5-star,"See all 1,297 Hotels.com reviews",8.6,"1 room, 3 adults","['40.782949', '-73.973846']"
Manhattan,"335 East #232477 - 2 Br Apts, New York",HOTEL,,3.5-star,,Fabulous8.6,"1 room, 3 adults","['40.782401', '-73.946258']"
Manhattan,"Washington Jefferson Hotel, New York",HOTEL,$137 ,3.5-star,See all 751 Hotels.com reviews,7.4,"1 room, 3 adults","['40.763445', '-73.986874']"
Manhattan,"The Baxter House (Sleeps 6), New York",HOTEL,,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.717727', '-73.99665']"
Manhattan,"Superior Midtown 2BR Apartments, New York",HOTEL,,2.5-star,,5.2,"1 room, 3 adults","['40.754364', '-73.967279']"
Manhattan,"Econo Lodge Times Square, New York",HOTEL,$110 ,2.5-star,See all 498 Hotels.com reviews,7.4,"1 room, 3 adults","['40.760582', '-73.987887']"
Manhattan,"NH Collection New York Madison Avenue, New York",HOTEL,,3.5-star,See all 471 Hotels.com reviews,6.6,"1 room, 3 adults","['40.750135', '-73.980818']"
Manhattan,"335 East Apartment #232444 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.782401', '-73.946258']"
Manhattan,"The Roosevelt Hotel, New York City, New York",HOTEL,$134 ,4-star,"See all 8,923 Hotels.com reviews",6.8,"1 room, 3 adults","['40.754581', '-73.977493']"
Manhattan,"Harlem YMCA, New York",HOTEL,$97 ,2-star,See all 177 Hotels.com reviews,6.8,"1 room, 3 adults","['40.814964', '-73.942843']"
Manhattan,"The Melva Inn - Harlem, New York",HOTEL,,2.5-star,,7,"1 room, 3 adults","['40.804163', '-73.946848']"
Manhattan,"Hotel Pennsylvania, New York",HOTEL,$99 ,2.5-star,"See all 6,818 Hotels.com reviews",4.8,"1 room, 3 adults","['40.749955', '-73.99137']"
Manhattan,"181 Canal Street #2 5 Bedrooms 2 Bathrooms Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.716846', '-73.997126']"
Manhattan,"AKA Wall Street, New York",HOTEL,$225 ,4-star,See all 315 Hotels.com reviews,9.4,"1 room, 3 adults","['40.708011', '-74.00778']"
Manhattan,"Park Central Hotel New York, New York",HOTEL,$95 ,4-star,"See all 4,203 Hotels.com reviews",7.8,"1 room, 3 adults","['40.76452', '-73.98078']"
Manhattan,"Studios in NYC , New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.8153', '-73.942055']"
Manhattan,"West Village 2 BR and Private Roof Deck, New York",HOTEL,$450 ,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.73559', '-74.00516']"
