city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy
Manhattan,Modern Clean Studio 2 blocks from Central Park,Entire apartment,$145 ,Eugene,164 Reviews,4.5,"['4 guests', 'Studio', '0 beds', '1 bath', '\U000f0004\n1065 Reviews', '\U000f0019\nVerified']"
Manhattan,"Quiet, tranquil room in the middle of everything!",Private room in apartment,$149 ,Eddie,121 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '2 shared baths', '\U000f0004\n1 Review', '\U000f0019\nVerified']"
Manhattan,Fascinating Modern Apartment - 5 mins Time Square,Entire apartment,$200 ,Edison,121 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n147 Reviews', '\U000f0019\nVerified']"
Manhattan,"Beautiful spacious one bedroom, upper east side",Entire apartment,$180 ,Julia,92 Reviews,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']"
Manhattan,"Beautiful spacious one bedroom, upper east side",Entire apartment,$180 ,Julia,92 Reviews,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']"
Manhattan,Large 1 bedroom loft GREAT location,Entire apartment,$289 ,Chi,147 Reviews,4.5,"['8 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,MODERN STYLISH PENTHOUSE SUITE @ CENTRAL PARK,Entire apartment,$166 ,Gregory,52 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n147 Reviews', '\U000f0019\nVerified']"
Manhattan,Sophisticated Harlem True 2BR NYC,Entire apartment,$195 ,Enid,133 Reviews,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n136 Reviews', '\U000f0019\nVerified']"
Manhattan,Mins to SOHO-Good sized 2 Bdrms w/ real comfy beds,Entire apartment,$181 ,Kandee,135 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n188 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']"
Manhattan,Cool room in Manhattan - Comfortable for 3 guests,Private room in apartment,$195 ,Ana,139 Reviews,4.5,"['3 guests', '1 bedroom', '3 beds', '1 shared bath', '\U000f0004\n334 Reviews', '\U000f0019\nVerified']"
Manhattan,"New Apt near Central Park, Broadway, Museums",Entire apartment,$145 ,Angela,58 Reviews,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n64 Reviews', '\U000f0019\nVerified']"
Manhattan,2 BR in Times Sq: The heart of NYC,Entire apartment,$275 ,Layka,192 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n344 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']"
Manhattan,"BEST LOWER EAST SIDE APT, SLEEPS 4",Entire apartment,$245 ,Ren,209 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n252 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful GRDN Apt Chelsea Meatpacking Min 30 days,Entire townhouse,$250 ,Vanessa,195 Reviews,5,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n200 Reviews', '\U000f0019\nVerified']"
Manhattan,Luxury Apt in EV - 2 Spacious BR + 2 Full Bath!!,Entire apartment,$199 ,Em,170 Reviews,5,"['5 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n180 Reviews', '\U000f1101\n6 References', '\U000f0019\nVerified']"
Manhattan,LARGE LOFT STUDIO- CENTER MANHATTAN,Entire apartment,$149 ,Ale,146 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n152 Reviews', '\U000f0019\nVerified']"
Manhattan,Great studio in Hells Kitchen!!!,Entire apartment,$149 ,Greg,59 Reviews,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n59 Reviews', '\U000f0019\nVerified']"
Manhattan,UNBEATABLE LOCATION/TIMES SQUARE!,Entire apartment,$239 ,Leo,137 Reviews,4.5,"['4 guests', '2 bedrooms', '0 beds', '1 bath', '\U000f0004\n137 Reviews', '\U000f0019\nVerified']"
Manhattan,Quaint and Large midtown 1Bed next to Empire state,Entire apartment,$154 ,Jamie,80 Reviews,5,"['5 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n80 Reviews', '\U000f0019\nVerified']"
Manhattan,Spacious 1 BR Apartment - Sleeps 4,Entire apartment,$220 ,Patrick,180 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n189 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']"
Manhattan,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,Entire apartment,$165 ,Emma,114 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n114 Reviews', '\U000f0019\nVerified']"
Manhattan,Fun Unique Spacious Midtown Getaway,Entire apartment,$245 ,William,141 Reviews,4.5,"['6 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful Apartment near Times Square Central Park,Entire apartment,$241 ,Ash,94 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n94 Reviews', '\U000f0019\nVerified']"
Manhattan,Entire floor. Private bathroom. Great location.,Private room in apartment,$149 ,Elena,184 Reviews,4.5,"['3 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n300 Reviews', '\U000f0019\nVerified']"
Manhattan,Stunning 2bed/2bath Steps to Central Park,Entire apartment,$199 ,Chris,31 Reviews,4.5,"['8 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n45 Reviews', '\U000f0019\nVerified']"
Manhattan,Charming Duplex in Manhattan,Entire apartment,$155 ,Chito And Xavier,77 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n169 Reviews', '\U000f0019\nVerified']"
Manhattan,Bright and stylish bedroom 20min from Times Square,Private room in condominium,$72 ,Max And Kathy,22 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '2 shared baths', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']"
Manhattan,Unique Spacious 2BDR in NOLITA,Entire apartment,$192 ,Jay,163 Reviews,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n175 Reviews', '\U000f0019\nVerified']"
Manhattan,Artsy Harlem Guest Space,Entire guest suite,$125 ,Laura,224 Reviews,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n224 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful APT in the HEART of Manhattan!!!!,Entire apartment,$142 ,Salvatore,220 Reviews,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']"
Manhattan,Lovely Deluxe Studio near Lincoln Center,Entire apartment,$191 ,Albar,226 Reviews,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n237 Reviews', '\U000f0019\nVerified']"
Manhattan,Gorgeous Renovated 1BR - close to Central Park,Entire apartment,$140 ,Kate,78 Reviews,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n78 Reviews', '\U000f0019\nVerified']"
Manhattan,"Big 1st Meal, Kind Host, Ace Space",Private room in apartment,$134 ,Nancy,314 Reviews,4.5,"['3 guests', '2 bedrooms', '3 beds', '1 shared bath', '\U000f0004\n328 Reviews', '\U000f1101\n3 References', '\U000f0019\nVerified']"
Manhattan,UNBEATABLE LOCATION/TIMES SQUARE!,Entire apartment,$239 ,Leo,137 Reviews,4.5,"['4 guests', '2 bedrooms', '0 beds', '1 bath', '\U000f0004\n137 Reviews', '\U000f0019\nVerified']"
Manhattan,NYC Bedroom in Amazing Location!,Private room in apartment,$133 ,Sterling,143 Reviews,5,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '\U000f0004\n322 Reviews']"
Manhattan,Full Floor Apt 3Br in Times Sq,Entire apartment,$378 ,Andrea,160 Reviews,4.5,"['6 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,$169 ,Candy,14 Reviews,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']"
Manhattan,[205] 5 min WALK to Times Square,Private room in apartment,$210 ,Yasu & Akiko,175 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n1875 Reviews', '\U000f0019\nVerified']"
Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,$190 ,Chuck,21 Reviews,5,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n21 Reviews', '\U000f0019\nVerified']"
Manhattan,Upper East Chic 1BR Apartment Near Central Park,Entire apartment,$169 ,Song,30 Reviews,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful 1BR Apt near Time Square,Entire apartment,$180 ,Lance,48 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n51 Reviews', '\U000f0019\nVerified']"
Manhattan,Cute private space in an Awesome Location,Entire condominium,$180 ,Fred,148 Reviews,4,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n148 Reviews']"
Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,$190 ,Chuck,21 Reviews,5,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n21 Reviews', '\U000f0019\nVerified']"
Manhattan,Charming 1BR Apartment close to Time Square,Entire apartment,$170 ,Jose,115 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']"
Manhattan,Pleasant UpperEastSide Townhouse Garden Studio,Entire house,$139 ,Kate,80 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n662 Reviews']"
Manhattan,QUAINT HELL'S KITCHEN STUDIO!!!,Entire apartment,$169 ,Kevin,159 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n160 Reviews', '\U000f0019\nVerified']"
Manhattan,Heart of the West,Entire apartment,$180 ,Ash,3 Reviews,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n230 Reviews', '\U000f0019\nVerified']"
Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,$169 ,Candy,14 Reviews,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']"
Manhattan,Landmark 2 Bedroom West Village NYC,Entire apartment,$225 ,West Village,143 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n392 Reviews', '\U000f0019\nVerified']"
Manhattan,East Village Bed & Breakfast - Subway 2 short Blks,Private room in apartment,$124 ,Helen,127 Reviews,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n153 Reviews', '\U000f0019\nVerified']"
Manhattan,Private Room w/a Patio In Center of Manhattan!,Private room in apartment,$125 ,Teresa,51 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n138 Reviews', '\U000f0019\nVerified']"
Manhattan,Modern 1 Bedroom Apt - Trendy & Historic Downtown,Entire apartment,$230 ,John,145 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n300 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful Upper East Side Apartment,Entire apartment,$150 ,Eli,129 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,Entire 2 bdrm/2 bth UWS/RiversdePrk,Entire apartment,$186 ,Mike,69 Reviews,4.5,"['4 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n73 Reviews', '\U000f0019\nVerified']"
Manhattan,Stylish & Inviting Brownstone Apt,Entire apartment,$180 ,Jennifer And Kenneth,109 Reviews,5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n109 Reviews', '\U000f0019\nVerified']"
Manhattan,One bedroom escape,Entire apartment,$130 ,Chuck,104 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n104 Reviews', '\U000f0019\nVerified']"
Manhattan,Accessible Two Bedded Suite With Kitchen near MSG,Room in hotel,$157 ,Stewart Hotel,,,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n5 Reviews']"
Manhattan,Stylish & Spacious Apartment in Harlem Brownstone,Entire apartment,$147 ,Elisia,103 Reviews,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n104 Reviews', '\U000f0019\nVerified']"
Orlando,Spacious & Charming 2 bedroom aprtmt,Entire apartment,$53 ,Disney Magic:-),281 Reviews,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n1807 Reviews', '\U000f0019\nVerified']"
Orlando,Spacious getaway close to Universal and Outlets!,Entire guest suite,$35 ,Angela,36 Reviews,5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n36 Reviews', '\U000f0019\nVerified']"
Orlando,The Ritz,Tiny house,$82 ,Adam,168 Reviews,5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1054 Reviews', '\U000f0019\nVerified']"
Orlando,INTERNATIONAL dr/UNIVERSAL 2 Bedroom CONDO-HOTEL,Entire condominium,$62 ,Gabriel,66 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1873 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']"
Orlando,*HALF HOME* Heated Pool/Disney/Universal/Outlets,Entire house,$70 ,Miriam & Lior,85 Reviews,5,"['8 guests', '3 bedrooms', '7 beds', '1 bath', '\U000f0004\n360 Reviews', '\U000f0019\nVerified']"
Orlando,Discounted-central to everything in Orlando,Entire house,$34 ,Krissy,53 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n53 Reviews', '\U000f0019\nVerified']"
Orlando,Cozy Two Bedroom with Resort Style Amenities,Entire apartment,$75 ,Kassie,45 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n45 Reviews']"
Orlando,Summer Vibes Orlando Condo with Lake View,Entire condominium,$66 ,Ana,52 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n54 Reviews', '\U000f0019\nVerified']"
Orlando,2 Rooms near Universal,Private room in house,$49 ,Hasna,132 Reviews,5,"['6 guests', '2 bedrooms', '3 beds', '1 private bath', '\U000f0004\n132 Reviews', '\U000f0019\nVerified']"
Orlando,3-Star Hotel Suite Grade Luxury House near Parks,Entire house,$80 ,Samuel,189 Reviews,5,"['9 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n218 Reviews', '\U000f0019\nVerified']"
Orlando,Castillo Inn,Entire guest suite,$55 ,Pedro And Sharon,122 Reviews,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n124 Reviews', '\U000f0019\nVerified']"
Orlando,"5 MINUTES FROM UNIVERSAL, OUTLETS, WALMART",Entire condominium,$17 ,Hector,22 Reviews,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n167 Reviews', '\U000f0019\nVerified']"
Orlando,Studio private to minutes airport & attraction,Entire guest suite,$56 ,Vianca & Jorge,114 Reviews,5,"['6 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n273 Reviews', '\U000f0019\nVerified']"
Orlando,Charming in-law suite in the heart of Orlando!,Entire apartment,$45 ,Daisy,150 Reviews,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n352 Reviews']"
Orlando,Entire Home Relax in walking distance to downtown,Entire house,$85 ,Lauren,251 Reviews,5,"['7 guests', '3 bedrooms', '5 beds', '1 bath', '\U000f0004\n664 Reviews', '\U000f0019\nVerified']"
Orlando,Studio with an amazing terrace,Entire apartment,$39 ,Valentina,286 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n822 Reviews', '\U000f0019\nVerified']"
Orlando,Incredible private studio,Entire guest suite,$54 ,Vianca & Jorge,158 Reviews,5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n273 Reviews', '\U000f0019\nVerified']"
Orlando,"Brand New, Private Studio close to the Attractions",Entire guest suite,$45 ,Angela & Luis,161 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n161 Reviews', '\U000f0019\nVerified']"
Orlando,"Near Lake Eola, 2 minutes to DownTown Orlando",Entire house,$59 ,Ray,10 Reviews,5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n19 Reviews', '\U000f0019\nVerified']"
Orlando,The Lake House!,Tiny house,$68 ,Adam,228 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1054 Reviews', '\U000f0019\nVerified']"
Orlando,2BR/2 BTH Condo Terrace Unit 1 mi fr Universal,Entire condominium,$65 ,Holly,51 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n51 Reviews', '\U000f0019\nVerified']"
Orlando,2 Bedroom Apartment close to universal Orlando,Entire apartment,$58 ,Kevin,86 Reviews,3.5,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']"
Orlando,"NEW LOCATION 2BR/2Bath Condo Universal, Disney",Entire condominium,$50 ,Erica And Paul,150 Reviews,4.5,"['10 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n169 Reviews', '\U000f0019\nVerified']"
Orlando,Modern home near Downtown Orlando,Entire house,$80 ,Daisy,202 Reviews,4.5,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n352 Reviews']"
Orlando,The Bermuda,Tiny house,$74 ,Adam,168 Reviews,5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1054 Reviews', '\U000f0019\nVerified']"
Orlando,Fully furnished/walk-in ready home,Entire house,$85 ,Cassandra,75 Reviews,5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n75 Reviews', '\U000f0019\nVerified']"
Orlando,The Enclave Hotel & Suites,Entire condominium,$55 ,Bell,197 Reviews,4.5,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n365 Reviews', '\U000f0019\nVerified']"
Orlando,Orlando Venice,Entire house,$89 ,Adam,159 Reviews,5,"['3 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n1054 Reviews', '\U000f0019\nVerified']"
Orlando,Charming apartment in Orlando,Entire apartment,$70 ,Ricardo,287 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n884 Reviews', '\U000f0019\nVerified']"
Orlando,Comfortable and peaceful retreat,Private room in house,$35 ,Maria,39 Reviews,5,"['5 guests', '2 bedrooms', '3 beds', '1 private bath', '\U000f0004\n44 Reviews', '\U000f0019\nVerified']"
Orlando,UPSCALE LOFT SPACE CLOSE TO DOWNTOWN.,Entire loft,$110 ,Patrick,110 Reviews,5,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n111 Reviews', '\U000f0019\nVerified']"
Orlando,Studio w/ Kitchenette and Parking - 7 min. Airport,Private room in guest suite,$52 ,Orlando Home,230 Reviews,5,"['6 guests', '1 bedroom', '5 beds', '1 private bath', '\U000f0004\n367 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']"
Orlando,INTERNATIONAL dr/UNIVERSAL 2 Bedroom CONDO-HOTEL,Entire condominium,$49 ,Gabriel,64 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1873 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']"
Orlando,"Lovely, quiet Orlando home - Close to it all",Entire house,$68 ,Juliana,178 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n355 Reviews', '\U000f0019\nVerified']"
Orlando,Universal Lakefront Getaway!,Tiny house,$72 ,Adam,56 Reviews,5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1054 Reviews', '\U000f0019\nVerified']"
Orlando,Cozy Studio with Private Entrance by Pool,Entire guest suite,$59 ,Sophia,190 Reviews,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n193 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']"
Orlando,"Cozy Place Close To The Outlet, Universal & Disney",Private room in house,$40 ,Rosa,245 Reviews,5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']"
Orlando,Great cozy 3 Bedroom Apartment Universal Orlando,Entire apartment,$62 ,Kevin,43 Reviews,3.5,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']"
Orlando,Luxury condo in Orlando 1 br/1 ba,Entire apartment,$70 ,Ricardo,314 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n884 Reviews', '\U000f0019\nVerified']"
Orlando,"Lovely, Bright, Comfy Orlando home Close to it all",Entire house,$70 ,Juliana,170 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n355 Reviews', '\U000f0019\nVerified']"
Orlando,2 Bedroom Beutiful apartment close to universal.,Entire apartment,$58 ,Kevin,71 Reviews,4,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']"
Orlando,Quaint cozy house room #3 car rental available,Private room in house,$50 ,Christina,231 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n503 Reviews', '\U000f0019\nVerified']"
Orlando,Beautiful Studio!!!! International/Universal Area.,Entire condominium,$70 ,Liana,49 Reviews,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n643 Reviews', '\U000f0019\nVerified']"
Orlando,Townhouse 2 Miles from UNIVERSAL STUDIOS,Entire apartment,$68 ,Orlando,65 Reviews,5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n170 Reviews', '\U000f0019\nVerified']"
Orlando,Private room near all atractions,Private room in house,$33 ,Disney Magic:-),225 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n1807 Reviews', '\U000f0019\nVerified']"
Orlando,Townhouse 4.5 Mile from Universal Studio,Entire townhouse,$85 ,Monica,141 Reviews,4.5,"['10 guests', '3 bedrooms', '7 beds', '2 baths', '\U000f0004\n253 Reviews', '\U000f0019\nVerified']"
Orlando,HEATED Pool Home-Central-Disney/Universal/Outlets,Private room in house,$50 ,Miriam & Lior,116 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n360 Reviews', '\U000f0019\nVerified']"
Orlando,The East Amelia Spot,Entire apartment,$53 ,Katie,36 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n36 Reviews', '\U000f0019\nVerified']"
Orlando,Modern Home w/Private Pool 10mi from Disney,Entire house,$75 ,Juan,110 Reviews,4.5,"['12 guests', '4 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n263 Reviews', '\U000f0019\nVerified']"
Orlando,FAMILY HOME NEAR ALL ATTRACTIONS!,Entire house,$130 ,Marcos,190 Reviews,4.5,"['10 guests', '4 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n1 Review', '\U000f0019\nVerified']"
Orlando,Beautiful Private Studio.,Private room,$59 ,Bell,78 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n365 Reviews', '\U000f0019\nVerified']"
Orlando,Pleasant place in Orlando 2br/2ba,Entire condominium,$85 ,Ricardo,255 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n884 Reviews', '\U000f0019\nVerified']"
Orlando,Home away from home!!,Entire apartment,$70 ,Manela,67 Reviews,5,"['4 guests', '2 bedrooms', '3 beds', '1.5 baths', '\U000f0004\n67 Reviews', '\U000f0019\nVerified']"
Orlando,3 Private rooms & 2 bathrooms. Poolside paradise!,Private room in house,$73 ,Billy & Sevilla,34 Reviews,5,"['7 guests', '3 bedrooms', '4 beds', '2 private baths', '\U000f0004\n131 Reviews', '\U000f0019\nVerified']"
Orlando,"Beautiful View, Newly Renovated 1 Mile to Disney",Entire apartment,$75 ,Cai Ling & John,116 Reviews,5,"['6 guests', '1 bedroom', '4 beds', '2 baths', '\U000f0004\n1432 Reviews', '\U000f0019\nVerified']"
Orlando,Quaint Refurbished Kiln in the Heart of Orlando,Entire guesthouse,$57 ,Brandi,177 Reviews,5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n179 Reviews', '\U000f0019\nVerified']"
Orlando,Luxury condo! Steps from Universal Studios,Entire serviced apartment,$115 ,Leonor,48 Reviews,4.5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n151 Reviews', '\U000f0019\nVerified']"
Orlando,A private Bedroom near downtown & Universal,Private room in house,$37 ,Disney Magic:-),234 Reviews,4.5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n1807 Reviews', '\U000f0019\nVerified']"
Orlando,Saez Studio,Private room in house,$45 ,Joel Y Yelissa,30 Reviews,5,"['4 guests', 'Studio', '3 beds', '1 private bath', '\U000f0004\n30 Reviews', '\U000f0019\nVerified']"
Orlando,INTERNATIONAL Dr/UNIVERSAL one Bedroom CONDO-HOTEL,Entire condominium,$49 ,Gabriel,38 Reviews,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1873 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']"
Orlando,Universal Studios/UNBEATABLE LOCATION 2/2Cozy Apt,Entire condominium,$63 ,Banshee,101 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n119 Reviews', '\U000f0019\nVerified']"
Orlando,3 Bedrooms 2 Bath 1 mile from Universal Studios,Entire house,$107 ,Gabriela & Raul,193 Reviews,4.5,"['8 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n298 Reviews', '\U000f0019\nVerified']"
Orlando,"Luxury Disney Vacation- Disney,Universal,Seaworld.",Entire condominium,$19 ,LuxuryVacations,46 Reviews,4,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n71 Reviews', '\U000f0019\nVerified']"
Orlando,3 Bedroom Apartment close to Universal- Disney,Entire apartment,$64 ,Kevin,41 Reviews,3.5,"['10 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']"
Orlando,Loft style,Private room in house,$38 ,Patrick & Amanda,89 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '11.5 private baths', '\U000f0004\n90 Reviews', '\U000f0019\nVerified']"
Orlando,Perfect 2 Bedroom Apartmet Universal Disney,Entire apartment,$59 ,Kevin,44 Reviews,4,"['8 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']"
